architecture,workload,phase,status,makespan,payload_bytes_per_cycle,p99,bank_utilization,rmw,hol,buffer_bits,switch_proxy_bits,run_dir
B16_G256_xor1,xor_adversary,mapping,PASS,74,218.453,60,0.213333,0,0,3325952,322560,runs/mapping-B16_G256_xor1-xor_adversary-3a00e47c5c2041a3
B16_G256_xor2,stream,mapping,PASS,29,546.133,14,0.533333,0,0,3325952,322560,runs/mapping-B16_G256_xor2-stream-b34b1bef53af4adc
B16_G256_xor2,stride,mapping,PASS,45,356.174,35,0.347826,0,0,3325952,322560,runs/mapping-B16_G256_xor2-stride-10f8bfdf16440b7b
B16_G256_xor2,xor_adversary,mapping,PASS,45,356.174,31,0.347826,0,0,3325952,322560,runs/mapping-B16_G256_xor2-xor_adversary-96cc67670ba9ae22
B16_G256_xor3,stream,mapping,PASS,29,546.133,14,0.533333,0,0,3325952,322560,runs/mapping-B16_G256_xor3-stream-686407e2692b4b56
B16_G256_xor3,stride,mapping,PASS,64,252.062,49,0.246154,0,0,3325952,322560,runs/mapping-B16_G256_xor3-stride-1cf399171cf17b2d
B16_G256_xor3,xor_adversary,mapping,PASS,37,431.158,23,0.421053,0,0,3325952,322560,runs/mapping-B16_G256_xor3-xor_adversary-354fb831c43eb4c1
B16_G512_modulo0,stream,mapping,PASS,32,496.485,17,0.484848,0,0,3325952,322560,runs/mapping-B16_G512_modulo0-stream-d3c31fe03b03692d
B16_G512_modulo0,stride,mapping,PASS,47,341.333,32,0.333333,0,0,3325952,322560,runs/mapping-B16_G512_modulo0-stride-f74fcb1566265be5
B16_G512_modulo0,xor_adversary,mapping,PASS,265,61.594,248,0.0601504,0,0,3325952,322560,runs/mapping-B16_G512_modulo0-xor_adversary-92c946458e1b9f0c
B16_G512_xor0,stream,mapping,PASS,32,496.485,17,0.484848,0,0,3325952,322560,runs/mapping-B16_G512_xor0-stream-2809a9abf0b2764e
B16_G512_xor0,stride,mapping,PASS,29,546.133,17,0.533333,0,0,3325952,322560,runs/mapping-B16_G512_xor0-stride-7f0af9d97030b1cf
B16_G512_xor0,xor_adversary,mapping,PASS,74,218.453,60,0.213333,0,0,3325952,322560,runs/mapping-B16_G512_xor0-xor_adversary-12bccd8cf994c222
B16_G512_xor1,stream,mapping,PASS,32,496.485,17,0.484848,0,0,3325952,322560,runs/mapping-B16_G512_xor1-stream-3ca152c70d2bed0d
B16_G512_xor1,stride,mapping,PASS,29,546.133,17,0.533333,0,0,3325952,322560,runs/mapping-B16_G512_xor1-stride-017bf1777fbedf25
B16_G512_xor1,xor_adversary,mapping,PASS,45,356.174,31,0.347826,0,0,3325952,322560,runs/mapping-B16_G512_xor1-xor_adversary-e32d65990153673e
B16_G512_xor2,stream,mapping,PASS,32,496.485,17,0.484848,0,0,3325952,322560,runs/mapping-B16_G512_xor2-stream-df3773434e4215a8
B16_G512_xor2,stride,mapping,PASS,41,390.095,26,0.380952,0,0,3325952,322560,runs/mapping-B16_G512_xor2-stride-696d081459192ae0
B16_G512_xor2,xor_adversary,mapping,PASS,37,431.158,23,0.421053,0,0,3325952,322560,runs/mapping-B16_G512_xor2-xor_adversary-db3364286f680386
B16_G512_xor3,stream,mapping,PASS,32,496.485,17,0.484848,0,0,3325952,322560,runs/mapping-B16_G512_xor3-stream-4b1050bc37d10d5c
B16_G512_xor3,stride,mapping,PASS,47,341.333,32,0.333333,0,0,3325952,322560,runs/mapping-B16_G512_xor3-stride-39074ed7e16b5e27
B16_G512_xor3,xor_adversary,mapping,PASS,48,334.367,35,0.326531,0,0,3325952,322560,runs/mapping-B16_G512_xor3-xor_adversary-1203e0ebad4de21e
B16_G2048_modulo0,stream,mapping,PASS,55,292.571,40,0.285714,0,0,3325952,322560,runs/mapping-B16_G2048_modulo0-stream-66611b3349905ae1
B16_G2048_modulo0,stride,mapping,PASS,27,585.143,12,0.571429,0,0,3325952,322560,runs/mapping-B16_G2048_modulo0-stride-6878be02326bea2e
B16_G2048_modulo0,xor_adversary,mapping,PASS,265,61.594,248,0.0601504,0,0,3325952,322560,runs/mapping-B16_G2048_modulo0-xor_adversary-74425834f7e334ec
B16_G2048_xor0,stream,mapping,PASS,55,292.571,40,0.285714,0,0,3325952,322560,runs/mapping-B16_G2048_xor0-stream-5354d8456b77f439
B16_G2048_xor0,stride,mapping,PASS,29,546.133,17,0.533333,0,0,3325952,322560,runs/mapping-B16_G2048_xor0-stride-eaf2b1601c707e9a
B16_G2048_xor0,xor_adversary,mapping,PASS,37,431.158,23,0.421053,0,0,3325952,322560,runs/mapping-B16_G2048_xor0-xor_adversary-e5a2749082406ecd
B16_G2048_xor1,stream,mapping,PASS,55,292.571,40,0.285714,0,0,3325952,322560,runs/mapping-B16_G2048_xor1-stream-373b6a57f1fd5a3e
B16_G2048_xor1,stride,mapping,PASS,27,585.143,12,0.571429,0,0,3325952,322560,runs/mapping-B16_G2048_xor1-stride-14dc2dcc75e16151
B16_G2048_xor1,xor_adversary,mapping,PASS,48,334.367,35,0.326531,0,0,3325952,322560,runs/mapping-B16_G2048_xor1-xor_adversary-3b6b506c2cab7845
B16_G2048_xor2,stream,mapping,PASS,55,292.571,40,0.285714,0,0,3325952,322560,runs/mapping-B16_G2048_xor2-stream-4e618f8fb3829e6c
B16_G2048_xor2,stride,mapping,PASS,27,585.143,12,0.571429,0,0,3325952,322560,runs/mapping-B16_G2048_xor2-stride-d068e46b4df8268d
B16_G2048_xor2,xor_adversary,mapping,PASS,78,207.392,65,0.202532,0,0,3325952,322560,runs/mapping-B16_G2048_xor2-xor_adversary-523bc432f92058f7
B16_G2048_xor3,stream,mapping,PASS,55,292.571,40,0.285714,0,0,3325952,322560,runs/mapping-B16_G2048_xor3-stream-f5001c93869548fa
B16_G2048_xor3,stride,mapping,PASS,27,585.143,12,0.571429,0,0,3325952,322560,runs/mapping-B16_G2048_xor3-stride-9b9a082fcea6e748
B16_G2048_xor3,xor_adversary,mapping,PASS,138,117.871,123,0.115108,0,0,3325952,322560,runs/mapping-B16_G2048_xor3-xor_adversary-f4ed9c3fa20404bc
B32_G16_modulo0,stream,mapping,PASS,42,381.023,27,0.744186,0,0,3866624,825344,runs/mapping-B32_G16_modulo0-stream-3dfc78f05295b98c
B32_G16_modulo0,stride,mapping,PASS,138,117.871,121,0.230216,0,0,3866624,825344,runs/mapping-B32_G16_modulo0-stride-51389e6751e6b0ec
B32_G16_modulo0,xor_adversary,mapping,PASS,138,117.871,121,0.230216,0,0,3866624,825344,runs/mapping-B32_G16_modulo0-xor_adversary-2bd84cfbc222bd52
B32_G16_xor0,stream,mapping,PASS,44,364.089,29,0.711111,0,0,3866624,825344,runs/mapping-B32_G16_xor0-stream-7a848e98f1f1b12a
B32_G16_xor0,stride,mapping,PASS,44,364.089,29,0.711111,0,0,3866624,825344,runs/mapping-B32_G16_xor0-stride-02702c89a73501fa
B32_G16_xor0,xor_adversary,mapping,PASS,138,117.871,121,0.230216,0,0,3866624,825344,runs/mapping-B32_G16_xor0-xor_adversary-f36fd0abe614fff8
B32_G16_xor1,stream,mapping,PASS,44,364.089,28,0.711111,0,0,3866624,825344,runs/mapping-B32_G16_xor1-stream-b4c75fdd03b65958
B32_G16_xor1,stride,mapping,PASS,41,390.095,26,0.761905,0,0,3866624,825344,runs/mapping-B32_G16_xor1-stride-628db88439c7588a
B32_G16_xor1,xor_adversary,mapping,PASS,138,117.871,121,0.230216,0,0,3866624,825344,runs/mapping-B32_G16_xor1-xor_adversary-76654fcd3e1b71b0
B32_G16_xor2,stream,mapping,PASS,43,372.364,28,0.727273,0,0,3866624,825344,runs/mapping-B32_G16_xor2-stream-78dbceb0813a8639
B32_G16_xor2,stride,mapping,PASS,76,212.779,64,0.415584,0,0,3866624,825344,runs/mapping-B32_G16_xor2-stride-e82ed5fe546e6d88
B32_G16_xor2,xor_adversary,mapping,PASS,75,215.579,60,0.421053,0,0,3866624,825344,runs/mapping-B32_G16_xor2-xor_adversary-a2998b0ca5482010
B32_G16_xor3,stream,mapping,PASS,42,381.023,27,0.744186,0,0,3866624,825344,runs/mapping-B32_G16_xor3-stream-522b942c6115cc28
B32_G16_xor3,stride,mapping,PASS,116,140.034,99,0.273504,0,0,3866624,825344,runs/mapping-B32_G16_xor3-stride-cc0c19e4897dc19b
B32_G16_xor3,xor_adversary,mapping,PASS,42,381.023,27,0.744186,0,0,3866624,825344,runs/mapping-B32_G16_xor3-xor_adversary-237998e53c7d52a1
B32_G32_modulo0,stream,mapping,PASS,25,630.154,10,0.615385,0,0,3866624,825344,runs/mapping-B32_G32_modulo0-stream-147b44743526357b
B32_G32_modulo0,stride,mapping,PASS,137,118.725,120,0.115942,0,0,3866624,825344,runs/mapping-B32_G32_modulo0-stride-0d5eed79204689dd
B32_G32_modulo0,xor_adversary,mapping,PASS,137,118.725,120,0.115942,0,0,3866624,825344,runs/mapping-B32_G32_modulo0-xor_adversary-fe8660f55ea60f66
B32_G32_xor0,stream,mapping,PASS,25,630.154,10,0.615385,0,0,3866624,825344,runs/mapping-B32_G32_xor0-stream-76e9669a001a6cbd
B32_G32_xor0,stride,mapping,PASS,25,630.154,10,0.615385,0,0,3866624,825344,runs/mapping-B32_G32_xor0-stride-2caa76b5e4d4d07c
B32_G32_xor0,xor_adversary,mapping,PASS,137,118.725,120,0.115942,0,0,3866624,825344,runs/mapping-B32_G32_xor0-xor_adversary-e094884a6b25397c
B32_G32_xor1,stream,mapping,PASS,25,630.154,10,0.615385,0,0,3866624,825344,runs/mapping-B32_G32_xor1-stream-32a9af742bd00b44
B32_G32_xor1,stride,mapping,PASS,41,390.095,34,0.380952,0,0,3866624,825344,runs/mapping-B32_G32_xor1-stride-2dfacc0fcdbff37c
B32_G32_xor1,xor_adversary,mapping,PASS,73,221.405,58,0.216216,0,0,3866624,825344,runs/mapping-B32_G32_xor1-xor_adversary-5e425e7636bf490d
B32_G32_xor2,stream,mapping,PASS,25,630.154,10,0.615385,0,0,3866624,825344,runs/mapping-B32_G32_xor2-stream-32cb4d8b110b4122
B32_G32_xor2,stride,mapping,PASS,73,221.405,62,0.216216,0,0,3866624,825344,runs/mapping-B32_G32_xor2-stride-512a8a647712836d
B32_G32_xor2,xor_adversary,mapping,PASS,44,364.089,29,0.355556,0,0,3866624,825344,runs/mapping-B32_G32_xor2-xor_adversary-df9f81a4e5191fac
B32_G32_xor3,stream,mapping,PASS,25,630.154,10,0.615385,0,0,3866624,825344,runs/mapping-B32_G32_xor3-stream-c41f98b8862b9fd5
B32_G32_xor3,stride,mapping,PASS,113,143.719,98,0.140351,0,0,3866624,825344,runs/mapping-B32_G32_xor3-stride-2c5f26ae68e9fcbb
B32_G32_xor3,xor_adversary,mapping,PASS,25,630.154,10,0.615385,0,0,3866624,825344,runs/mapping-B32_G32_xor3-xor_adversary-18e3a24d3c235404
B32_G64_modulo0,stream,mapping,PASS,26,606.815,11,0.592593,0,0,3866624,825344,runs/mapping-B32_G64_modulo0-stream-1f9bc8717e39ccb5
B32_G64_modulo0,stride,mapping,PASS,138,117.871,123,0.115108,0,0,3866624,825344,runs/mapping-B32_G64_modulo0-stride-d285083d61c29854
B32_G64_modulo0,xor_adversary,mapping,PASS,265,61.594,248,0.0601504,0,0,3866624,825344,runs/mapping-B32_G64_modulo0-xor_adversary-0ebafb978fd76315
B32_G64_xor0,stream,mapping,PASS,26,606.815,11,0.592593,0,0,3866624,825344,runs/mapping-B32_G64_xor0-stream-b1c591209d28a5ce
B32_G64_xor0,stride,mapping,PASS,27,585.143,15,0.571429,0,0,3866624,825344,runs/mapping-B32_G64_xor0-stride-a32abb50ea08458b
B32_G64_xor0,xor_adversary,mapping,PASS,137,118.725,122,0.115942,0,0,3866624,825344,runs/mapping-B32_G64_xor0-xor_adversary-5d78a25a39119d4c
B32_G64_xor1,stream,mapping,PASS,26,606.815,11,0.592593,0,0,3866624,825344,runs/mapping-B32_G64_xor1-stream-a6c3d98158c25c5f
B32_G64_xor1,stride,mapping,PASS,42,381.023,36,0.372093,0,0,3866624,825344,runs/mapping-B32_G64_xor1-stride-f1a5a80f591df284
B32_G64_xor1,xor_adversary,mapping,PASS,74,218.453,59,0.213333,0,0,3866624,825344,runs/mapping-B32_G64_xor1-xor_adversary-708d9330eadb6529
B32_G64_xor2,stream,mapping,PASS,26,606.815,11,0.592593,0,0,3866624,825344,runs/mapping-B32_G64_xor2-stream-0656ff0a21b58ed9
B32_G64_xor2,stride,mapping,PASS,74,218.453,63,0.213333,0,0,3866624,825344,runs/mapping-B32_G64_xor2-stride-c554641bd4f5daaa
B32_G64_xor2,xor_adversary,mapping,PASS,44,364.089,31,0.355556,0,0,3866624,825344,runs/mapping-B32_G64_xor2-xor_adversary-7d08d7e9a9ea5d00
B32_G64_xor3,stream,mapping,PASS,26,606.815,11,0.592593,0,0,3866624,825344,runs/mapping-B32_G64_xor3-stream-1ee52015e5d30d95
B32_G64_xor3,stride,mapping,PASS,114,142.47,99,0.13913,0,0,3866624,825344,runs/mapping-B32_G64_xor3-stride-36e6cac7fefef25f
B32_G64_xor3,xor_adversary,mapping,PASS,37,431.158,23,0.421053,0,0,3866624,825344,runs/mapping-B32_G64_xor3-xor_adversary-6f61b82d32f767c3
B32_G128_modulo0,stream,mapping,PASS,28,564.966,13,0.551724,0,0,3866624,825344,runs/mapping-B32_G128_modulo0-stream-ace9f7258fc50c29
B32_G128_modulo0,stride,mapping,PASS,140,116.199,125,0.113475,0,0,3866624,825344,runs/mapping-B32_G128_modulo0-stride-6f507134df790438
B32_G128_modulo0,xor_adversary,mapping,PASS,521,31.387,504,0.0306513,0,0,3866624,825344,runs/mapping-B32_G128_modulo0-xor_adversary-800dfb676fdc77e1
B32_G128_xor0,stream,mapping,PASS,28,564.966,13,0.551724,0,0,3866624,825344,runs/mapping-B32_G128_xor0-stream-55edc1c61c14e84f
B32_G128_xor0,stride,mapping,PASS,30,528.516,17,0.516129,0,0,3866624,825344,runs/mapping-B32_G128_xor0-stride-e1e40766e0c9dce3
B32_G128_xor0,xor_adversary,mapping,PASS,138,117.871,124,0.115108,0,0,3866624,825344,runs/mapping-B32_G128_xor0-xor_adversary-d7d8b0a4035b5267
B32_G128_xor1,stream,mapping,PASS,28,564.966,13,0.551724,0,0,3866624,825344,runs/mapping-B32_G128_xor1-stream-821bc2132161483e
B32_G128_xor1,stride,mapping,PASS,45,356.174,38,0.347826,0,0,3866624,825344,runs/mapping-B32_G128_xor1-stride-034f035d2f6c85ee
B32_G128_xor1,xor_adversary,mapping,PASS,76,212.779,63,0.207792,0,0,3866624,825344,runs/mapping-B32_G128_xor1-xor_adversary-c9fa9755e0d8cdbd
B32_G128_xor2,stream,mapping,PASS,28,564.966,13,0.551724,0,0,3866624,825344,runs/mapping-B32_G128_xor2-stream-1a3207d26b2870b2
B32_G128_xor2,stride,mapping,PASS,76,212.779,67,0.207792,0,0,3866624,825344,runs/mapping-B32_G128_xor2-stride-9f874f63699bb9f7
B32_G128_xor2,xor_adversary,mapping,PASS,49,327.68,39,0.32,0,0,3866624,825344,runs/mapping-B32_G128_xor2-xor_adversary-6b20ad945532e2ab
B32_G128_xor3,stream,mapping,PASS,28,564.966,13,0.551724,0,0,3866624,825344,runs/mapping-B32_G128_xor3-stream-d3b9761280b89041
B32_G128_xor3,stride,mapping,PASS,116,140.034,101,0.136752,0,0,3866624,825344,runs/mapping-B32_G128_xor3-stride-b71663d245eab4b7
B32_G128_xor3,xor_adversary,mapping,PASS,49,327.68,39,0.32,0,0,3866624,825344,runs/mapping-B32_G128_xor3-xor_adversary-c5922bfddec6ba39
B32_G256_modulo0,stream,mapping,PASS,32,496.485,17,0.484848,0,0,3866624,825344,runs/mapping-B32_G256_modulo0-stream-21c5b735b0f581c9
B32_G256_modulo0,stride,mapping,PASS,76,212.779,61,0.207792,0,0,3866624,825344,runs/mapping-B32_G256_modulo0-stride-25562029812fd99e
B32_G256_modulo0,xor_adversary,mapping,PASS,521,31.387,504,0.0306513,0,0,3866624,825344,runs/mapping-B32_G256_modulo0-xor_adversary-e665518d9dbba283
B32_G256_xor0,stream,mapping,PASS,32,496.485,17,0.484848,0,0,3866624,825344,runs/mapping-B32_G256_xor0-stream-2ea10152ce548ec9
B32_G256_xor0,stride,mapping,PASS,30,528.516,17,0.516129,0,0,3866624,825344,runs/mapping-B32_G256_xor0-stride-0694144028871929
B32_G256_xor0,xor_adversary,mapping,PASS,76,212.779,63,0.207792,0,0,3866624,825344,runs/mapping-B32_G256_xor0-xor_adversary-9b80bbe1c283be94
B32_G256_xor1,stream,mapping,PASS,32,496.485,17,0.484848,0,0,3866624,825344,runs/mapping-B32_G256_xor1-stream-fd98fee016ea5162
B32_G256_xor1,stride,mapping,PASS,47,341.333,37,0.333333,0,0,3866624,825344,runs/mapping-B32_G256_xor1-stride-7cf593020052c48a
B32_G256_xor1,xor_adversary,mapping,PASS,49,327.68,39,0.32,0,0,3866624,825344,runs/mapping-B32_G256_xor1-xor_adversary-4bc403d98cc41c2a
B32_G256_xor2,stream,mapping,PASS,32,496.485,17,0.484848,0,0,3866624,825344,runs/mapping-B32_G256_xor2-stream-f531051175d41b14
B32_G256_xor2,stride,mapping,PASS,68,237.449,54,0.231884,0,0,3866624,825344,runs/mapping-B32_G256_xor2-stride-03f2587e4afef6b6
B32_G256_xor2,xor_adversary,mapping,PASS,49,327.68,39,0.32,0,0,3866624,825344,runs/mapping-B32_G256_xor2-xor_adversary-2d9226753e86a786
B32_G256_xor3,stream,mapping,PASS,32,496.485,17,0.484848,0,0,3866624,825344,runs/mapping-B32_G256_xor3-stream-18098a298498b2a5
B32_G256_xor3,stride,mapping,PASS,76,212.779,61,0.207792,0,0,3866624,825344,runs/mapping-B32_G256_xor3-stride-0a706b8a8de3f051
B32_G256_xor3,xor_adversary,mapping,PASS,80,202.272,68,0.197531,0,0,3866624,825344,runs/mapping-B32_G256_xor3-xor_adversary-719c47fa658ed94a
B32_G512_modulo0,stream,mapping,PASS,40,399.61,25,0.390244,0,0,3866624,825344,runs/mapping-B32_G512_modulo0-stream-4ff9ee673e336493
B32_G512_modulo0,stride,mapping,PASS,46,348.596,33,0.340426,0,0,3866624,825344,runs/mapping-B32_G512_modulo0-stride-e3ccf71def4b2c47
B32_G512_modulo0,xor_adversary,mapping,PASS,521,31.387,504,0.0306513,0,0,3866624,825344,runs/mapping-B32_G512_modulo0-xor_adversary-59bba1990ff5708f
B32_G512_xor0,stream,mapping,PASS,40,399.61,25,0.390244,0,0,3866624,825344,runs/mapping-B32_G512_xor0-stream-f9c0994df8b918f9
B32_G512_xor0,stride,mapping,PASS,30,528.516,17,0.516129,0,0,3866624,825344,runs/mapping-B32_G512_xor0-stride-a79c3d8f9d300d1d
B32_G512_xor0,xor_adversary,mapping,PASS,49,327.68,39,0.32,0,0,3866624,825344,runs/mapping-B32_G512_xor0-xor_adversary-21250eab3bebb6d0
B32_G512_xor1,stream,mapping,PASS,40,399.61,25,0.390244,0,0,3866624,825344,runs/mapping-B32_G512_xor1-stream-3c448145b3ca520c
B32_G512_xor1,stride,mapping,PASS,44,364.089,33,0.355556,0,0,3866624,825344,runs/mapping-B32_G512_xor1-stride-d59521eb8504f4a7
B32_G512_xor1,xor_adversary,mapping,PASS,49,327.68,39,0.32,0,0,3866624,825344,runs/mapping-B32_G512_xor1-xor_adversary-94dc01cef140e5af
B32_G512_xor2,stream,mapping,PASS,40,399.61,25,0.390244,0,0,3866624,825344,runs/mapping-B32_G512_xor2-stream-16696cedcf64ca43
B32_G512_xor2,stride,mapping,PASS,46,348.596,33,0.340426,0,0,3866624,825344,runs/mapping-B32_G512_xor2-stride-d2f01621aba27d71
B32_G512_xor2,xor_adversary,mapping,PASS,80,202.272,68,0.197531,0,0,3866624,825344,runs/mapping-B32_G512_xor2-xor_adversary-77eec619be4a6e59
B32_G512_xor3,stream,mapping,PASS,40,399.61,25,0.390244,0,0,3866624,825344,runs/mapping-B32_G512_xor3-stream-fc73fa72570b34c8
B32_G512_xor3,stride,mapping,PASS,46,348.596,33,0.340426,0,0,3866624,825344,runs/mapping-B32_G512_xor3-stride-5cae8e9da5654620
B32_G512_xor3,xor_adversary,mapping,PASS,142,114.573,130,0.111888,0,0,3866624,825344,runs/mapping-B32_G512_xor3-xor_adversary-a6a9df6195dbaa00
B32_G2048_modulo0,stream,mapping,PASS,87,186.182,72,0.181818,0,0,3866624,825344,runs/mapping-B32_G2048_modulo0-stream-1f2423490ac0e3b5
B32_G2048_modulo0,stride,mapping,PASS,45,356.174,40,0.347826,0,0,3866624,825344,runs/mapping-B32_G2048_modulo0-stride-e67832818ba4b124
B32_G2048_modulo0,xor_adversary,mapping,PASS,265,61.594,250,0.0601504,0,0,3866624,825344,runs/mapping-B32_G2048_modulo0-xor_adversary-420c706ecb20e30d
B32_G2048_xor0,stream,mapping,PASS,87,186.182,72,0.181818,0,0,3866624,825344,runs/mapping-B32_G2048_xor0-stream-f5066413849280f6
B32_G2048_xor0,stride,mapping,PASS,45,356.174,40,0.347826,0,0,3866624,825344,runs/mapping-B32_G2048_xor0-stride-e0ea7070a318775d
B32_G2048_xor0,xor_adversary,mapping,PASS,49,327.68,39,0.32,0,0,3866624,825344,runs/mapping-B32_G2048_xor0-xor_adversary-7adacd0f9e0375be
B32_G2048_xor1,stream,mapping,PASS,87,186.182,72,0.181818,0,0,3866624,825344,runs/mapping-B32_G2048_xor1-stream-6ed5e155c597921c
B32_G2048_xor1,stride,mapping,PASS,45,356.174,40,0.347826,0,0,3866624,825344,runs/mapping-B32_G2048_xor1-stride-ee21b558c231be23
B32_G2048_xor1,xor_adversary,mapping,PASS,79,204.8,67,0.2,0,0,3866624,825344,runs/mapping-B32_G2048_xor1-xor_adversary-a5b385632d15f3a9
B32_G2048_xor2,stream,mapping,PASS,87,186.182,72,0.181818,0,0,3866624,825344,runs/mapping-B32_G2048_xor2-stream-37a7b348272c6458
B32_G2048_xor2,stride,mapping,PASS,45,356.174,40,0.347826,0,0,3866624,825344,runs/mapping-B32_G2048_xor2-stride-7669c91d8ab4727b
B32_G2048_xor2,xor_adversary,mapping,PASS,139,117.029,127,0.114286,0,0,3866624,825344,runs/mapping-B32_G2048_xor2-xor_adversary-98a7cffc2f9b668b
B32_G2048_xor3,stream,mapping,PASS,87,186.182,72,0.181818,0,0,3866624,825344,runs/mapping-B32_G2048_xor3-stream-19458d1261b8016d
B32_G2048_xor3,stride,mapping,PASS,45,356.174,40,0.347826,0,0,3866624,825344,runs/mapping-B32_G2048_xor3-stride-5aa3e7aef88d8999
B32_G2048_xor3,xor_adversary,mapping,PASS,217,75.156,200,0.0733945,0,0,3866624,825344,runs/mapping-B32_G2048_xor3-xor_adversary-5a2dbd5aad25a331
B64_G16_modulo0,stream,mapping,PASS,25,630.154,10,0.615385,0,0,4947968,2322432,runs/mapping-B64_G16_modulo0-stream-30ca2c4ec1b9faeb
B64_G16_modulo0,stride,mapping,PASS,137,118.725,120,0.115942,0,0,4947968,2322432,runs/mapping-B64_G16_modulo0-stride-0dca97a37f9fd3b8
B64_G16_modulo0,xor_adversary,mapping,PASS,137,118.725,120,0.115942,0,0,4947968,2322432,runs/mapping-B64_G16_modulo0-xor_adversary-4654dd5dca336d2a
B64_G16_xor0,stream,mapping,PASS,25,630.154,10,0.615385,0,0,4947968,2322432,runs/mapping-B64_G16_xor0-stream-3327cd907db9bd02
B64_G16_xor0,stride,mapping,PASS,42,381.023,31,0.372093,0,0,4947968,2322432,runs/mapping-B64_G16_xor0-stride-2200b636fa1c81c0
B64_G16_xor0,xor_adversary,mapping,PASS,73,221.405,57,0.216216,0,0,4947968,2322432,runs/mapping-B64_G16_xor0-xor_adversary-ac3b1b3c9ecd1c41
B64_G16_xor1,stream,mapping,PASS,25,630.154,10,0.615385,0,0,4947968,2322432,runs/mapping-B64_G16_xor1-stream-52d32d0f28d9c9cb
B64_G16_xor1,stride,mapping,PASS,73,221.405,62,0.216216,0,0,4947968,2322432,runs/mapping-B64_G16_xor1-stride-7aa6edec939b67a8
B64_G16_xor1,xor_adversary,mapping,PASS,42,381.023,27,0.372093,0,0,4947968,2322432,runs/mapping-B64_G16_xor1-xor_adversary-ebbce6703f68f0fc
B64_G16_xor2,stream,mapping,PASS,25,630.154,10,0.615385,0,0,4947968,2322432,runs/mapping-B64_G16_xor2-stream-8ee4bc8a42b0822a
B64_G16_xor2,stride,mapping,PASS,113,143.719,98,0.140351,0,0,4947968,2322432,runs/mapping-B64_G16_xor2-stride-547feae8a9146145
B64_G16_xor2,xor_adversary,mapping,PASS,25,630.154,10,0.615385,0,0,4947968,2322432,runs/mapping-B64_G16_xor2-xor_adversary-eba99f6a058593bf
B64_G16_xor3,stream,mapping,PASS,25,630.154,10,0.615385,0,0,4947968,2322432,runs/mapping-B64_G16_xor3-stream-278de28792aa7fb3
B64_G16_xor3,stride,mapping,PASS,137,118.725,120,0.115942,0,0,4947968,2322432,runs/mapping-B64_G16_xor3-stride-bd4654ff9a2efbc3
B64_G16_xor3,xor_adversary,mapping,PASS,36,442.811,23,0.432432,0,0,4947968,2322432,runs/mapping-B64_G16_xor3-xor_adversary-28c155979c88903c
B64_G32_modulo0,stream,mapping,PASS,26,606.815,11,0.592593,0,0,4947968,2322432,runs/mapping-B64_G32_modulo0-stream-150119f7b744efb6
B64_G32_modulo0,stride,mapping,PASS,138,117.871,123,0.115108,0,0,4947968,2322432,runs/mapping-B64_G32_modulo0-stride-9eb89eb96139b0b1
B64_G32_modulo0,xor_adversary,mapping,PASS,265,61.594,248,0.0601504,0,0,4947968,2322432,runs/mapping-B64_G32_modulo0-xor_adversary-873bf8277118d193
B64_G32_xor0,stream,mapping,PASS,26,606.815,11,0.592593,0,0,4947968,2322432,runs/mapping-B64_G32_xor0-stream-6de4dc4f5b1c26d1
B64_G32_xor0,stride,mapping,PASS,44,364.089,32,0.355556,0,0,4947968,2322432,runs/mapping-B64_G32_xor0-stride-c6a229d079053774
B64_G32_xor0,xor_adversary,mapping,PASS,74,218.453,59,0.213333,0,0,4947968,2322432,runs/mapping-B64_G32_xor0-xor_adversary-cab68b4308816b55
B64_G32_xor1,stream,mapping,PASS,26,606.815,11,0.592593,0,0,4947968,2322432,runs/mapping-B64_G32_xor1-stream-73712e6cfe39d1b5
B64_G32_xor1,stride,mapping,PASS,74,218.453,63,0.213333,0,0,4947968,2322432,runs/mapping-B64_G32_xor1-stride-1b436d5e47287749
B64_G32_xor1,xor_adversary,mapping,PASS,43,372.364,29,0.363636,0,0,4947968,2322432,runs/mapping-B64_G32_xor1-xor_adversary-79e62c134562bbb0
B64_G32_xor2,stream,mapping,PASS,26,606.815,11,0.592593,0,0,4947968,2322432,runs/mapping-B64_G32_xor2-stream-dd524683136a6ff7
B64_G32_xor2,stride,mapping,PASS,114,142.47,99,0.13913,0,0,4947968,2322432,runs/mapping-B64_G32_xor2-stride-5c23171c6d22ca63
B64_G32_xor2,xor_adversary,mapping,PASS,37,431.158,23,0.421053,0,0,4947968,2322432,runs/mapping-B64_G32_xor2-xor_adversary-d8ab3182af91571a
B64_G32_xor3,stream,mapping,PASS,26,606.815,11,0.592593,0,0,4947968,2322432,runs/mapping-B64_G32_xor3-stream-c639794033c60802
B64_G32_xor3,stride,mapping,PASS,138,117.871,123,0.115108,0,0,4947968,2322432,runs/mapping-B64_G32_xor3-stride-b9710ae9129a911a
B64_G32_xor3,xor_adversary,mapping,PASS,48,334.367,37,0.326531,0,0,4947968,2322432,runs/mapping-B64_G32_xor3-xor_adversary-aa8f89c098d9cdee
B64_G64_modulo0,stream,mapping,PASS,28,564.966,13,0.551724,0,0,4947968,2322432,runs/mapping-B64_G64_modulo0-stream-22a1e29ae990981b
